,Unnamed: 0,doi,publication,publisher,title,year,Abstract
102,102,10.1007/s10681-020-02620-y,,,Grain yield and stability of tropical maize hybrids developed from elite cultivars in contrasting environments under a rainforest agro-ecology,2020,"In the maize producing regions of Sub-Saharan Africa (SSA), compounding effects of genotype-by-environment interaction have necessitated breeding maize for outstanding performance and stability across varying environments. This study was conducted to assess the performance and stability of late-maturing cultivars and their respective hybrids evaluated under contrasting environments in the tropical rainforest region. We evaluated 108 genotypes in field trials under three different growing conditions in 2018 involving 14 open-pollinated parents and their hybrids derived from a diallel mating design. The genotypes were evaluated under field conditions using 9 × 12 alpha lattice design with three replications in six environments. The genotypes were divided into three groups, containing either the parents, hybrids or checks, for estimating the stability variance and grain yield. The difference between the lowest and highest yielding environment was 3.9 t ha −1 , while the repeatability of the grain yield trials ranged from 39 to 80%. The average grain yield of the hybrids (2.33 t ha −1 ) was significantly higher than that of the parents (2.19 t ha −1 ) and the check varieties (2.03 t ha −1 ). The hybrids were more stable than both the parents and the checks. They also showed a higher stability against a common group of the parents and checks. The results of this study suggest that high yielding and stable population hybrids can be utilized in breeding programmes aiming to provide improved varieties for the large number of rural maize farmers in the SSA zone, who often lack access or the capacity to purchase commercial hybrids."
104,104,10.1039/d0ta00818d,,,An energy and charge transfer synergetic donor-acceptor heterostructure 2D-COF in photovoltaics,2020,"The formation of orderly p–n heterojunctions by the wafer-scale alignment of donor (D) and acceptor (A) molecules, important to achieve high photocurrent generation in the organic semiconductor-based organization, remains a challenging topic. Presented herein is a distinctive D–A heterostructure two-dimensional organic covalent framework (2D-COF) as an efficient organic photovoltaic (OPV) film, supported by the triple roles of the binary building blocks in a wafer-scale film growing at the water/oil interface, molecular level morphology control, and the synergistic Forster resonance energy transfer (FRET) and charge-transfer (CT) functions. The achieved D–A heterostructure 2D-COF has a wafer-scale size, efficient spectral response, and effective separation of photogenerated electron–hole pairs, resulting in an efficient photocurrent generation which is much larger than those of reported OPV COF materials. The achievement herein confirms that the marriage of FRET and a CT synergetic D–A heterostructure and an ultrathin 2D-COF film offer unparalleled advantages in OPV."
105,105,10.1039/d0cp01303j,,,Effects of non-halogenated solvent on the main properties of a solution-processed polymeric thin film for photovoltaic applications: A computational study,2020,"Organic photovoltaic (OPV) devices have reached high power conversion efficiencies, but they are usually processed using halogenated toxic solvents. Hence, before OPV devices can be mass-produced by industrial processing, it would be desirable to replace those solvents with eco-friendly ones. Theoretical tools may be then a powerful ally in the search for those new solvents. In order to better understand the mechanisms behind the interaction between solvent and polymer, classical molecular dynamics (MD) calculations were used to produce a thin film of poly(4,8-bis[(2-ethylhexyl)oxy]benzo[1,2-b:4,5-b']dithiophene-2,6-diyl3-fluoro-2-[(2-ethylhexyl)carbonyl]thieno[3,4-b]thiophenediyl) (PTB7-Th), processed using two different solvents. PTB7-Th is widely applied as a donor material in OPVs. The first solvent is ortho-dichlorobenzene (o-DCB), which is a highly toxic solvent widely used in lab-scale studies. The second solvent is ortho-methylanisole (o-MA), which is an eco-friendly solvent for organic photovoltaic (OPV) manufacturing. Here we use a solvent evaporation protocol to simulate the formation of the PTB7-Th film. We demonstrate that our theoretical MD calculations were able to capture some differences in the macroscopic properties of thin films formed by o-DCB or o-MA evaporation. We found that the interaction of the halogenated solvent with the polymer tends to break the bonds between the lateral thiophenediyl groups and the main chain. We show that those defects may create traps that can affect the charge transport and also can be responsible for a blue shift in the absorption spectrum. Using the Monte Carlo method, we also verified the influence of the resulting MD morphology on the mobility of holes. Our theoretical results showed good agreement with the experimental measurements and both demonstrate that o-MA can be used to make polymer thin films without any loss of key properties for the device performance. The findings here highlight the importance of theoretical results as a guide to the morphological optimization of green processed polymeric films."
106,106,10.1039/d0dt00637h,,,Carbazole-based green and blue-BODIPY dyads and triads as donors for bulk heterojunction organic solar cells,2020,"Two BODIPY derivatives with one (B2) and two (B3) carbazole moieties were synthesized and applied as electron-donor materials in organic photovoltaic cells (OPV). Their optical and electrochemical properties were systematically investigated. These BODIPY dyes exhibit excellent solubility in organic solvents and present high molar extinction coefficients (1.37-1.48 × 105 M-1 cm-1) in solutions with absorption maxima at 586 nm for mono-styryl groups and at 672 nm for di-styryl groups. The introduction of the styryl moieties results in a large bathochromic shift and a significant decrease in the HOMO-LUMO energy-gaps. The BODIPY dyes show relatively low HOMO energies ranging from -4.99 to -5.16 eV as determined from cyclic voltammetry measurements. Cyclic voltammetry measurements and theoretical calculations demonstrate that the frontier molecular orbital levels of these compounds match with those of PC71BM as the acceptor, supporting their application as donor materials in solution-processed small molecule bulk heterojunction (BHJ) organic solar cells. After the optimization of the active layer, B2:PC71BM and B3:PC71BM based organic solar cells showed an overall power conversion efficiency of 6.41% and 7.47%, respectively. The higher PCE of the B3-based OSC is ascribed to the more balanced charge transport and exciton dissociation, better crystallinity and molecular packing."
107,107,10.1515/pac-2018-1230,,,Temporal probing of excitons in organic semiconductors,2020,"Abstract Photoinduced charge generation forms the physical basis for energy conversion in organic photovoltaic (OPV) technology. The fundamental initial steps involved are absorption of light by organic semiconductors (generally π-conjugated polymers) to generate photoexcited states (Frenkel excitons) followed by charge transfer and charge separation processes in presence of suitable acceptor. The absorbed photon energy must be utilized completely for achieving maximum device efficiency. However progressive relaxation losses of instantaneously generated high-energy or hot-excited states form major bottleneck for maximum derivable voltage. This efficiency limiting factor has been challenged recently by the role of hot-carriers in efficient generation of charges. Therefore tailoring the dissociation of hot-exciton to be temporally faster than all relaxation processes could minimize the energy loss pathways. Implementation of this concept of hot-carrier photovoltaics demands critical understanding of molecular parameters that circumvent all energy relaxation processes and favor hot-carrier generation. In my dissertation work, I have examined the fate of photo-generated excitons in the context of polymer backbone and morphology, and therefore obtain a fundamental structure-function correlation in organic semiconductors."
109,109,10.3390/ma13092148,,,Development of perylene-based non-fullerene acceptors through bay-functionalization strategy,2020,"Perylene has had a tremendous impact in the history of material research for the molecular semiconductors. Among numerous derivatives of this polyaromatic hydrocarbon, perylene diimide (PDI) represents a promising class of organic materials envisioned as non-fullerene acceptors (NFAs) for the practical organic photovoltaic (OPV) applications due to their enhanced photo- and thermal stability and remarkably high electron affinity, some of which realize band-like transport properties. The present review guides some of the representative achievements in the development of rationally designed PDI systems, highlighting synthetic methodologies based on bay-functionalization strategies for creating well-designed molecular nanostructures and structure-performance relationship of perylene-based small molecular acceptors (SMAs) for the photovoltaic outcomes."
110,110,10.3390/molecules25102441,,,Effects of intra- And interchain interactions on exciton dynamics of PTB7 revealed by model oligomers,2020,"Recent studies have shown that molecular aggregation structures in precursor solutions of organic photovoltaic (OPV) polymers have substantial influence on polymer film morphology, exciton and charge carrier transport dynamics, and hence, the resultant device performance. To distinguish photophysical impacts due to increasing π-conjugation from chain lengthening and π–π stacking from single/multi chain aggregation in solution and film, we used oligomers of a well-studied charge transfer polymer PTB7 with different lengths as models to reveal intrinsic photophysical properties of a conjugated segment in the absence of inter-segment aggregation. In comparison with previously studied photophysical properties in polymeric PTB7, we found that oligomer dynamics are dominated by a process of planarization of the conjugated backbone into a quinoidal structure that resembles the self-folded polymer and that, when its emission is isolated, this quinoidal excited state resembling the planar polymer chain exhibits substantial charge transfer character via solvent-dependent emission shifts. Furthermore, the oligomers distinctly lack the long-lived charge separated species characteristic of PTB7, suggesting that the progression from charge transfer character in isolated chains to exciton splitting in neat polymer solution is modulated by the interchain interactions enabled by self-folding."
111,111,10.1002/adma.201908205,,,Single-Junction Organic Photovoltaic Cells with Approaching 18% Efficiency,2020,"Optimizing the molecular structures of organic photovoltaic (OPV) materials is one of the most effective methods to boost power conversion efficiencies (PCEs). For an excellent molecular system with a certain conjugated skeleton, fine tuning the alky chains is of considerable significance to fully explore its photovoltaic potential. In this work, the optimization of alkyl chains is performed on a chlorinated nonfullerene acceptor (NFA) named BTP-4Cl-BO (a Y6 derivative) and very impressive photovoltaic parameters in OPV cells are obtained. To get more ordered intermolecular packing, the n-undecyl is shortened at the edge of BTP-eC11 to n-nonyl and n-heptyl. As a result, the NFAs of BTP-eC9 and BTP-eC7 are synthesized. The BTP-eC7 shows relatively poor solubility and thus limits its application in device fabrication. Fortunately, the BTP-eC9 possesses good solubility and, at the same time, enhanced electron transport property than BTP-eC11. Significantly, due to the simultaneously enhanced short-circuit current density and fill factor, the BTP-eC9-based single-junction OPV cells record a maximum PCE of 17.8% and get a certified value of 17.3%. These results demonstrate that minimizing the alkyl chains to get suitable solubility and enhanced intermolecular packing has a great potential in further improving its photovoltaic performance."
112,112,10.1016/j.synthmet.2020.116367,,,Blending with a phthalocyanine leads to improved P3HT donor layers for OPVs,2020,"Abstract Ternary blended solar cells have been intensively studied in recent years, where the addition of a second donor material in the active layer tends to increase the current density through improved photon absorption along with improving the charge transport properties and the inhibition of charge recombination processes. Here, we investigated a donor layer composed of a liquid crystalline cobalt phthalocyanine (CoPc) and poly(3-hexylthiophene-2,5-diyl) – P3HT. The CoPc presents a complementary absorption spectrum in the near infrared region and compact anisotropic molecular arrangement to promote efficient charge migration. The energy levels of CoPc are properly located between the corresponding levels of P3HT and PCBM, forming an energy cascade alignment. The P3HT/CoPc blend showed improved photophysical and electrical response depending on the CoPc concentration and thermal annealing. We demonstrated that molecular order, morphology and energetic barrier at cluster interfaces are competing effects and need to be taken into account to optimize charge transport."
113,113,10.1016/j.tsf.2020.137921,,,Utilization of poly (4-styrenesulfonic acid) doped polyaniline as a hole transport layer of organic solar cell for indoor applications,2020,"Abstract The demand for low dimensional, micro powered and wireless indoor electronic devices has been increasing. To power-up those devices, organic photovoltaic (OPV) cells are being employed. The OPV cells exhibit good spectral matching and mechanical flexibility, and can harvest artificial indoor light energy efficiently. Hole transport layer (HTL) is an important component of an OPV cell. Water stable, low temperature processable poly (3, 4-ethylene dioxythiophene): poly (4-styrenesulfonic acid) (PEDOT:PSS) based HTL is commonly used in the indoor OPV cells. However, strongly acidic, highly hydrophilic and expensive PEDOT:PSS resulted in the development of cheaper, mildly acidic and less humidity sensitive alternative hole transport material (HTM) for the indoor OPV cells. Here, we utilized an economical and low acidic, water-stable PSS doped polyaniline (PANI) as HTM for a poly (3-hexylthiophene): [6, 6]-indene-C60 bisadduct (P3HT:ICBA) active material-based indoor OPV cell. The film formed by chemically synthesized PANI:PSS exhibited over 90% transmittance and approximately 5.15 eV work function value. The OPV device exhibited higher shunt resistance and greater power conversion efficiency (PCE) during the operation in an indoor environment. For 1000 Lux white LED light, the device showed around 10% PCE. Furthermore, the device exhibited better stability than PEDOT:PSS HTL based indoor OPV."
114,114,10.1021/acs.jpcc.0c00401,,,Structure-Property Study of Homoleptic Zinc(II) Complexes of Di(arylethynyl) Azadipyrromethene as Nonfullerene Acceptors for Organic Photovoltaics: Effect of the Aryl Group,2020,"Azadipyrromethene-based zinc(II) complexes were demonstrated to be promising molecular organic semiconductors for electronic applications due to their easy preparation, tunable structures and high ..."
115,115,10.1021/acs.jpcc.0c01003,,,Efficient Exciton Dissociation Enabled by the End Group Modification in Non-Fullerene Acceptors,2020,"For organic photovoltaic (OPV) cells, in order to overcome the larger Coulombic binding energy between holes and electrons, an extra driving force is required for efficient exciton dissociation. He..."
117,117,10.1039/c9se00811j,,,Thermal degradation related to the PEDOT:PSS hole transport layer and back electrode of the flexible inverted organic photovoltaic module,2020,"The hole transport layer (HTL) and back electrode play a significant role in the stability of the flexible organic photovoltaic (OPV) module. In particular, poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) (PEDOT:PSS), a widely used hole transport material, is known to be associated with many degrading factors in the OPV field. This study highlights the impact of the PEDOT:PSS layer on thermal stability using a thermal acceleration test of flexible OPV modules with the inverted structure of indium tin oxide/ZnO/photoactive layer/PEDOT:PSS/Ag. The results confirm that thermal degradation of the OPV devices depends on heat temperature, in which the OPV performance degrades by a notable decrease in the open-circuit voltage (Voc) as the temperature increases from 65 °C to 85 °C. Moreover, the stability of Voc is enhanced when the PEDOT:PSS layer is thicker and contains polar solvent DMSO as an additive, suggesting that the thermal degradation can correlate with the properties of the PEDOT:PSS layer. In addition, microscopy images of the active layers show that the surface damage is attributed to a residual solvent of the printed Ag electrode, thereby resulting in a thermally induced drop in the short circuit current density (Jsc). More detailed descriptions are presented in this paper, and the results are expected to offer a comprehensive understanding of the thermal degradation mechanism of OPV modules."
118,118,10.1021/acsaelm.9b00826,,,Late-Stage Customization in Volume Production of Organic Photovoltaics,2020,Organic photovoltaics (OPVs) in free-form shapes have become a unique feature compared to other thin-film photovoltaic technologies. The ability to conform coated layers to any form of shape or str...
119,119,10.1039/d0ta00687d,,,A flexible semitransparent photovoltaic supercapacitor based on water-processed MXene electrodes,2020,"Solar energy, although it has the highest power density available in terms of renewable energy, has the drawback of being erratic. Integrating an energy harvesting and storage device into photovoltaic energy storage modules is a viable route for obtaining self-powered energy systems. Herein, an MXene-based all-solution processed semitransparent flexible photovoltaic supercapacitor (PSC) was fabricated by integrating a flexible organic photovoltaic (OPV) with Ti3C2Tx MXene as the electrode and transparent MXene supercapacitors with an organic ionogel as the electrolyte in the vertical direction, using Ti3C2Tx thin film as a common electrode. In the quest for a semitransparent flexible PSC, Ti3C2Tx MXene was first used as a transparent electrode for OPV with a high power conversion efficiency of 13.6%. The ionogel electrolyte-based transparent MXene supercapacitor shows a high volumetric capacitance of 502 F cm−3 and excellent stability. Finally, a flexible PSC with a high average transmittance of over 33.5% was successfully constructed by all-solution processing and a remarkable storage efficiency of 88% was achieved. This strategy enables a simple route for fabricating MXene based high-performance all-solution-processed flexible PSCs, which is important for realizing flexible and printable electronics for future technologies."
120,120,10.3390/vaccines8010120,,,Multiplex PCR-based neutralization (MPBN) assay for titers determination of the three types of anti-poliovirus neutralizing-antibodies,2020,"Determination of poliovirus-neutralizing antibodies is an important part of clinical studies of poliovirus vaccines, epidemiological surveillance and seroprevalence studies that are crucial for global polio eradication campaigns. The conventional neutralization test is based on inhibition of cytopathic effect caused by poliovirus by serial dilutions of test serum. It is laborious, time-consuming and not suitable for large scale analysis. To overcome these limitations, a multiplex PCR-based neutralization (MPBN) assay was developed to measure the neutralizing antibody titers of anti-poliovirus sera against three serotypes of the virus in the same reaction and in shorter time. All three anti-poliovirus sera types were analyzed in a single assay. The MPBN assay was reproducible, robust and sensitive. Its lower limits of titration for the three anti-poliovirus sera types were within range of 0.76–1.64 per mL. Different anti-poliovirus sera were tested with conventional and MPBN assays; the results obtained by both methods correlated well and generated similar results. The MPBN is the first neutralization assay that specifically titrates anti-poliovirus antibodies against the three serotypes of the virus in the same reaction; it can be completed in two to three days instead of ten days for the conventional assay and can be automated for high-throughput implementation."
121,121,10.1016/j.orgel.2019.105585,,,Lateral photovoltaic effect in ITO/PEDOT:PSS/MEH-PPV:PCBM/Al organic photovoltaic cells,2020,"Abstract Previous studies on lateral photovoltaic effect (LPE) mostly focused on the silicon-based inorganic semiconductor devices. Herein, we investigated the LPE in an bulk heterojunction organic photovoltaic (OPV) cell with ITO/PEDOT:PSS/MEH-PPV:PCBM/Al structure. The LPE exhibits a linear dependence on the laser spot position, with position sensitivity of 2.97 mV/mm (ITO) and 0.53 mV/mm (Al) at 300K. The transverse I–V curves in the dark and under AM1.5 illumination show the typical rectifying characteristic and the photovoltaic properties of OPV cells. With the increase of temperature, the lateral photovoltage increases accordingly. The mechanism of LPE in OPV devices was also discussed. It can be a kind of promising position-sensitive detectors for organic electronic applications."
122,122,10.1039/d0ta00506a,,,Functional transformation of four-bladed rylene propellers utilizing non-metal and d<sup>8</sup> metal core shifting strategy: Significant impact on photovoltaic performance and electrocatalytic hydrogen evolution activity,2020,"Two kinds of four-bladed perylene diimide (PDI) propellers with d8 metal and non-metal cores are efficiently synthesized. The Ni-PDI, Pd-PDI, and Pt-PDI propellers, equipped with d8 metal cores, have two absorption bands at 350–650 nm and 780–1200 nm with deep LUMO levels of −4.40 eV to −4.51 eV. The TTF-PDI, QU-PDI, and PH-PDI propellers with non-metal cores have only one absorption band at 350–650 nm with upshifted LUMO levels. Interestingly, the organic photovoltaic (OPV) results show that reducing the intramolecular charge traps between the blade and core subunits of the PDI propellers can effectively improve the power conversion efficiency (PCE). The device based on the QU-PDI acceptor exhibits a PCE that is up to more than 300 times higher (9.33%) than that of the d8 metal core PDI propellers (Pd-PDI, PCE = 0.03%), which is one of the best photovoltaic performances with an excellent fill factor (FF = 71.8%) exhibited by PDI-derivative acceptors. Conversely, the electro-catalytic H2 evolution activity of Pt-PDI (current destiny = 10.00 mA cm−2 at −0.377 V), which exhibited a record performance for PDI-based catalysts to date, is up to 1000 times greater than that of the non-metal core PDI propellers (QU-PDI, 0.01 mA cm−2 at −0.377 V). Our results indicate that both highly efficient OPV and electrochemical H2 evolution catalysts can be achieved via the rational functionalization of PDI propellers with non-metal and d8 metal cores."
123,123,10.1016/j.jcis.2019.10.014,,,Mechanistic study of the formation of fiber-like micelles with a π-conjugated oligo(p-phenylenevinylene) core,2020,"HYPOTHESIS
Crystallization-driven self-assembly (CDSA) of block copolymers (BCPs) with a crystallizable core-forming oligo(p-phenylenevinylene) (OPV) segment can be a powerful strategy for the preparation of uniform fiber-like nanostructures containing a π-conjugated core with controlled dimension and composition. However, the self-assembly landscape can be complex, and our understanding of the nucleation and growth processes in the CDSA of BCPs with a crystalline π-conjugated segment is limited.


EXPERIMENTS
We used fluorescence spectroscopy and 1H NMR to follow the self-assembly of oligo(p-phenylenevinylene)-b-poly(N-isopropyl acrylamide) (OPV5-b-PNIPAM49), a typical π-conjugated-coil BCP, as solution of the BCP in ethanol is cooled from 80 °C to 23 °C and allowed to age, µDSC to monitor the crystallization exotherm, and DLS and TEM to follow micelle growth. We see a striking difference in the experiments that monitor unimer in solution comparing to those that monitor micelle growth. We see nearly complete disappearance of unimer within 30 min upon cooling. In contrast, the micelles continue to grow, increasing in length by a factor of ten over the next several hours. We are able to exclude growth by end-to-end coupling.


FINDINGS
We propose a self-assembly mechanism in which short semi-crystalline rod-like micelles form upon cooling, accompanied by small amorphous aggregates. Unimers that dissociate from these aggregates subsequently deposit on the growing ends of the core-crystalline micelles. We also find that the length of the PNIPAM block affects the elongation kinetics of OPV5-b-PNIPAM."
124,124,10.1016/j.vaccine.2019.12.065,,,"Comparison of hepatitis B surface antibody levels induced by the pentavalent DTwP-HB-Hib versus the hexavalent DTaP-HB-Hib-IPV vaccine, administered to infants at 2, 4, 6, and 18 months of age, following monovalent hepatitis B vaccination at birth",2020,"BACKGROUND
In Thailand, the hepatitis B (HB) vaccine is administered as a tetravalent vaccine (DTwP-HB) to all infants at 2, 4, and 6 months of age, following an initial vaccination with a monovalent HB vaccine at birth. As part of ongoing vaccine evaluation, we aimed to compare the hepatitis B immunogenicity profiles of children who had received either the pentavalent (DTwP-HB-Hib) or the hexavalent (DTaP-HB-Hib-IPV) vaccine.


METHODS
Two groups of infants, whose mothers previously received the tetanus-diphtheria-acellular pertussis vaccine (Tdap), were randomly vaccinated with either pentavalent or hexavalent vaccine at 2, 4, 6, and 18 months of age, following monovalent HB vaccine at birth. Blood samples were obtained at birth, one-month post-primary series immunization (mo 7), pre-booster (mo 18), one-month post-booster (mo 19), and six months post-booster (mo 24). The third group of infants, whose mothers did not receive Tdap, was vaccinated with DTwP-HB-Hib (EPI pentavalent group). Levels of HBsAg, anti-HBc, and anti-HBs were evaluated by means of an automated Chemiluminescent Microparticle Immunoassay.


RESULTS
Anti-HBs levels of ≥10 mIU/ml were achieved in 99.2% (hexavalent group), 99.2% (pentavalent group), and 98.5% (EPI pentavalent group) of infants, after four-dose immunization (at 0, 2, 4, 6 months of age). One month after the additional dose given at 18 months of age, anti-HBs levels of ≥10 mIU/ml were observed in 100% (hexavalent group), 99.2% (pentavalent group), and 93.8% (EPI pentavalent group) of infants. At 24 months of age, higher percentages of infants achieving anti-HBs levels ≥10 mIU/ml were found in the hexavalent group (98.3%) compared to the pentavalent group (86.5%).


CONCLUSIONS
Both vaccines were effective in inducing anti-HBs levels of ≥10 mIU/ml, and therefore either can be used as a single formula booster at 18 months of age to simplify vaccine administration under the Expanded Program on Immunization in Thailand."
125,125,10.1021/jacs.9b12526,,,Reduced Recombination and Capacitor-like Charge Buildup in an Organic Heterojunction,2020,"Organic photovoltaic (OPV) efficiencies continue to rise, raising their prospects for solar energy conversion. However, researchers have long considered how to suppress the loss of free carriers by recombination-poor diffusion and significant Coulombic attraction can cause electrons and holes to encounter each other at interfaces close to where they were photogenerated. Using femtosecond transient spectroscopies, we report the nanosecond grow-in of a large transient 20 Stark effect, caused by nanoscale electric fields of ~487 kV/cm between photogenerated free carriers in the device active layer. We find that particular morphologies of the active layer lead to an energetic cascade for charge carriers, suppressing pathways to recombination, which is ~2000 times less than predicted by Langevin theory. This in turn leads to the build-up of electric charge in donor and acceptor domains-away from the interface-resistant to bimolecular recombination. 25 Interestingly, this signal is only experimentally obvious in thick films, due to the different scaling of electro-absorption and photo-induced absorption signals in transient absorption spectroscopy. Rather than inhibiting device performance, we show that devices up to 600 nm thick maintain efficiencies of > 8 % because domains can afford much higher carrier densities. These observations suggest that with particular nanoscale morphologies, the bulk heterojunction can go beyond its established role in charge photogeneration, and can act as a capacitor, where adjacent free charges are held away from the interface and can be protected from bimolecular recombination."
126,126,10.1016/j.seta.2020.100641,,,Outdoor behaviour of organic photovoltaics on a greenhouse roof,2020,"Abstract This study presents a detailed analysis of the outdoor behaviour of organic photovoltaic (OPV) panels on a polytunnel type greenhouse roof in a Mediterranean climate, looking at the effects of environmental variables and panel orientations on the electrical behaviour and degradation of the panels, thus providing crucial outdoor testing results of greenhouse integrated OPVs in this climatic region. The OPV panel placed at the polytunnel ridge of the roof yielded highest outputs, efficiencies and fill factors during the measurement period. However, the use of panels on the East and West sides of the greenhouse roof, could reduce midday output peaks and therefore provide a more balanced power supply throughout the day. The diurnal variation in OPV behaviour was influenced by simultaneous effects of changing irradiance and temperature. It was found that although output was higher, the OPVs showed dips in fill factor and efficiency at times with high incident irradiance. This was assumed to be due to a reversible degradation phenomenon under high direct irradiance conditions, which led to higher performance during morning hours compared to the afternoon and was followed by a recovery overnight and to some extent in shaded conditions."
127,127,10.1515/zkri-2019-0055,,,Crystal-structure of active layers of small molecule organic photovoltaics before and after solvent vapor annealing,2020,"Abstract It is demonstrated by a detailed structural analysis that the crystallinity and the efficiency of small molecule based organic photovoltaics can be tuned by solvent vapor annealing (SVA). Blends made of the small molecule donor 2,2′-[(3,3′″,3″″,4′-tetraoctyl[2,2′:5′,2″:5″,2′″:5′″,2″″-quinquethiophene]-5,5″″-diyl)bis[(Z)-methylidyne(3-ethyl-4-oxo-5,2-thiazolidinediylidene)]]bis-propanedinitrile (DRCN5T) and the acceptor [6,6]-phenyl C71 butyric acid methyl ester (PC71BM) were annealed using solvent vapors with either a high solubility for the donor (tetrahydrofuran), the acceptor (carbon disulfide) or both (chloroform). The samples were analyzed by grazing-incidence wide-angle X-ray scattering (GIWAXS), electron diffraction, X-ray pole figures, and time-of-flight secondary ion mass spectrometry (ToF-SIMS). A phase separation of DRCN5T and PC71BM is induced by SVA leading to a crystallization of DRCN5T and the formation of a DRCN5T enriched layer. The DRCN5T crystallites possess the two dimensional oblique crystal system with the lattice parameters a = 19.2 Å, c = 27.1 Å, and β = 111.1° for the chloroform case. No major differences in the crystal structure for the other solvent vapors were observed. However, the solvent choice strongly influences the size of the DRCN5T enriched layer. Missing periodicity in the [010]-direction leads to the extinction of all Bragg reflections with k ≠ 0. The annealed samples are randomly orientated with respect to the normal of the substrate (fiber texture)."
128,128,10.1016/j.cap.2019.11.013,,,Metal-electrode-free inverted organic photovoltaics using electrospray-deposited PEDOT:PSS and spin-coated HAT-CN exciton blocking layer,2020,"Abstract Poly(3,4-ethylenedioxythiophene)-poly(styrene sulfonate) (PEDOT:PSS) films were fabricated using an electrospray deposition (ESD) method. The ESD PEDOT:PSS films exhibited higher PSS content on the surface than spin-coated PEDOT:PSS films, which results in a higher work function. Based on this result, metal-electrode-free inverted organic photovoltaics (OPVs) were fabricated. The ESD PEDOT:PSS was used as the top electrode on the poly(3-hexythiophene-2,5-diyl) (P3HT):[6,6]-phenyl C61 butyric acid methyl ester (PCBM) light-absorbing layer. The power conversion efficiency (PCE) of OPVs was significantly increased with the 1,4,5,8,9,11-hexaazatriphenylene hexacarbonitrile layer. The improved PCE would be attributed to the suppression of exciton quenching at the P3HT:PCBM and PEDOT:PSS interface."
129,129,10.3389/fenrg.2020.00004,,,Ultra-Thick Organic Pigment Layer Up to 10 μm Activated by Crystallization in Organic Photovoltaic Cells,2020,"Organic optoelectronic devices tend to have limited thickness. Organic light emitting diodes (OLED) and organic photovoltaic cells (OPV) made of organic pigments are typically with thickness of a few or a few tens of nanometers. Thickness of organic photovoltaic cells made with polymers exceeds them typically up to the order of a few 100 nm but still necessarily co-optimized with respect to light absorption and charge transport. Here, we demonstrate that crystallization made a 10-μm-thick pigment layer active in a photovoltaic cell, using a prototypical pair of pigments, phthalocyanine, and fullerene. It is proved that crystalline pigment layer with a thickness much greater than what is needed for optical optimization can be utilized for organic optoelectronic devices and that organic optoelectronic devices have potentiality to relief their design from co-optimization of optics and charge transport."
130,130,10.1016/j.joule.2019.11.006,,,Processing Strategies for an Organic Photovoltaic Module with over 10% Efficiency,2020,"Summary A series of readily accessible and scalable benzo[1,2-b:4,5-b′]dithiophene (BDT)-2,5-dithienyl-thieno[3,4-c]pyrrole-4,6-dione (TPD-T2)-based donor polymers are utilized in organic photovoltaic (OPV) cells blended with the non-fullerene acceptor IT-4F. All polymers readily dissolve in chlorine-free solvents such as xylene, and the corresponding photoactive blend films can be processed in ambient from this solvent to fabricate cells with power conversion efficiencies (PCEs) >12%–14%. Furthermore, the blend processing and OPV metrics are remarkably insensitive to the processing methodology (spin coating versus blade coating), processing solvent, polymer molecular mass and dispersity index, and the results were rationalized by UV-vis, PL, fsTA, AFM, TEM, GIWAXS, and SCLC measurements. These properties enable the first OPV modules, processed in ambient from a benign solvent, with a certified PCE of 10.1% for an area of 20.4 cm2 and >7% after light soaking. The same module also delivers a power of ∼40 μW/cm2 (PCE ∼22%) under indoor lighting."
131,131,10.1080/15435075.2019.1700124,,,Influence of blend composition and annealing temperature on optical properties of organic photovoltaic cell based on P3HT:PCBM interpenetrating blend,2020,"ABSTRACT In this paper, the influence of blend composition and annealing temperature on optical properties of organic photovoltaic (OPV) cells based on P3HT:PCBM interpenetrating blend is presented. Optical optimization of the OPV cell is first performed to determine the optimal geometry of the stack. The studied device structure is: glass/ITO/PEDOT:PSS/P3HT:PCBM/Ca/Al. Simulation results give as optimized thicknesses: dPEDOT:PSS = 27 nm and dActive layer = 91 nm. The optimized OVP cell gives a short-circuit current JSC = 12.48 mA/cm2. The influence of technological parameters on the performance of the optimized P3HT:PCBM blend OPV cell is then clearly defined. Simulation results show that among the mass ratio of P3HT:PCBM blend active layers studied (1:1, 1:2, 2:1, 2:3 and 3:2), the active layer with the higher blend mass ratio (2:1) gives the best optical properties. Also, increasing the annealing temperature of the active layer leads to increase absorption. The blend active layer annealed at 140°C presents the best optical properties of the OPV cell."
133,133,10.1117/12.2568685,,,In-situ testing of organic photovoltaic (OPV) modules to examine modes of degradation in an arid-hot climate,2020,"The AzRISE-TEP Solar Test Yard is a 600-module capacity test bed that provides the environment for in-situ testing of PV module performance, with real-time data collection of module power production and local weather conditions. This work involves the examination of flexible, semi-transparent, organic photovoltaic (OPV) modules in an outdoor testing environment to study degradation in the hot, arid, Tucson, AZ climate. The work reports on changes in the I-V performance and efficiency of a string of two OPV modules in order to estimate degradation experienced by the OPV modules. The study finds that the module string under test dropped to below 80% of its initial power conversion efficiency (PCE) after 54.58 days, and predicts that the PCE will drop below 50% of its initial state after 114.53 days from deployment."
