,DOI,Year,Title,Abstract
90,10.1021/ja404064m,2013,Naphthodithiophene-naphthobisthiadiazole copolymers for solar cells: alkylation drives the polymer backbone flat and promotes efficiency.,"We show that rational functionalization of the naphthodithiophene core in copolymers based on naphthodithiophene and naphthobisthiadiazole improves the solubility without an alteration of the electronic structure. Surprisingly, the introduction of linear alkyl chains brings about a drastic change in polymer orientation into the face-on motif, which is beneficial for the charge transport in solar cells. As a result, the present polymers exhibit high power conversion efficiencies of up to ~8.2% in conventional single-junction solar cells."
91,10.1021/MZ300065T,2012,Naphthodithiophene-Based Donor-Acceptor Polymers: Versatile Semiconductors for OFETs and OPVs.,"We report the synthesis, characterization, and OFET and OPV properties of a series of novel naphthodithiophene (NDT3)-based donor-acceptor semiconducting polymers. A striking feature of the present polymers is the very close π-π stacking of 3.5 Å, most likely as a result of the large π system and the D-A system in the polymer backbone. PNDT3NTz-DT, in particular, is found to be one of the few examples of versatile polymers that exhibit both the field-effect mobility of ∼0.5 cm2/(V s) and the PCE of ∼5%. These results indicate that NDT3 is a promising versatile core unit for semiconducting polymers and that the use of highly π-extended heteroarenes as both the donor and the acceptor unit is a promising design strategy to develop high performance polymers."
92,10.1021/jacs.6b05418,2016,"Implication of Fluorine Atom on Electronic Properties, Ordering Structures, and Photovoltaic Performance in Naphthobisthiadiazole-Based Semiconducting Polymers.","The development of semiconducting polymers is imperative to improve the performance of polymer-based solar cells (PSCs). In this study, new semiconducting polymers based on naphtho[1,2-c:5,6-c']bis[1,2,5]thiadiazole (NTz), PNTz4TF2 and PNTz4TF4, having 3,3'-difluoro-2,2'-bithiophene and 3,3',4,4'-tetrafluoro-2,2'-bithiophene, respectively, are designed and synthesized. These polymers possess a deeper HOMO energy level than their counterpart, PNTz4T, which results in higher open-circuit voltages in solar cells. This concequently reduces the photon energy loss that is one of the most important issues surrounding PSCs. The PNTz4TF4 cell exhibits up to 6.5% power conversion efficiency (PCE), whereas the PNTz4TF2 cell demonstrates outstanding device performance with as high as 10.5% PCE, which is quite high for PSCs. We further discuss the performances of the PSCs based on these polymers by correlating the charge generation and recombination dynamics with the polymer structure and ordering structure. We believe that the results provide new insights into the design of semiconducting polymers and that there is still much room for improvement of PSC efficiency."
93,10.1021/ja201131h,2011,"Donor-acceptor conjugated polymer based on naphtho[1,2-c:5,6-c]bis[1,2,5]thiadiazole for high-performance polymer solar cells.","Donor-acceptor conjugated polymers PBDT-DTBT and PBDT-DTNT, based on 2,1,3-benzothiadiazole (BT) and naphtho[1,2-c:5,6-c]bis[1,2,5]thiadiazole (NT), have been designed and synthesized for polymer solar cells. NT contains two fused 1,2,5-thiadiazole rings that lower the band gap, enhance the interchain packing, and improve the charge mobility of the resulting polymer. Consequently, the NT-based polymer PBDT-DTNT exhibited considerably better photovoltaic performance with a power conversion efficiency (PCE) of 6.00% when compared with the BT-based polymer PBDT-DTBT, which gave a PCE of 2.11% under identical device configurations."
94,10.1002/asia.201402019,2014,"Donor-acceptor-type copolymers based on a naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) scaffold for high-efficiency polymer solar cells.","Four donor-acceptor-type low-bandgap conjugated polymers based on a naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) (NT) acceptor and different donors bridged by a bithiophene spacer have been synthesized through Suzuki or Stille polymerization reactions. Fluorene (F), carbazole (Cz), alkylidene fluorene (AF), and benzodithiophene (BDT) were selected as the donor units to produce a series of new conjugated polymers. Owing to the different electron-donating ability of the donor units, the energy levels, absorption spectra, bandgaps, and carrier mobilities of the resulting polymers were systematically tuned. Bulk-heterojunction-type polymer solar cells based on the new polymers and [6,6]-phenyl-C61 -butyric acid methyl ester (PC61 BM) or [6,6]-phenyl-C71 -butyric acid methyl ester (PC71 BM) were investigated and all of the devices exhibited good photovoltaic performance, with power-conversion efficiencies (PCEs) over 3 %. The best device performance was achieved by PF-C12NT, with an open-circuit voltage (Voc ) of 0.87 V, a short-circuit current density (Jsc ) of 12.19 mA cm(-2) , a fill factor (FF) of 61.36 %, and a PCE of 6.51 % under simulated sunlight (100 mW cm(-2) , AM 1.5G)."
95,10.1002/CJOC.201500265,2015,"Polymer Solar Cells Based on the Copolymers of Naphtho[1,2‐c:5,6‐c]bis(1,2,5‐thiadiazole) and Alkoxylphenyl Substituted Benzodithiophene with High Open‐Circuit Voltages","Two novel naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) and alkoxylphenyl substituted benzodithiophene based copolymers were developed as the donor materials for polymer solar cells. The resulting copolymers exhibit broad absorption bands in the range of 500–800 nm in thin films and deep highest occupied molecular orbital energy levels of −5.39 eV and −5.36 eV, respectively. The best device performance was achieved by P1, with an open-circuit voltage of 0.85 V, a short-circuit current density of 8.65 mA·cm−2, a fill factor of 37.8%, and a power conversion efficiency of 2.78%."
96,10.1021/MA400355W,2013,"Design and Synthesis of Copolymers of Indacenodithiophene and Naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) for Polymer Solar Cells","Three donor–acceptor type of narrow band gap conjugated polymers with enlarged coplanar skeleton were synthesized via Stille copolymerization of indacenodithiophene (IDT) and naphtho[1,2-c:5,6-c]bis(1,2,5-thiadiazole) (NT) based monomers. The energy levels, absorption spectra and band gaps of the resulting polymers were well tuned by utilizing different thiophene derivatives as spacer between IDT and NT units, and polymer PIDT-C12NT which employed bithiophene attached with dodecyl side chain as spacer exhibited superior properties compared to the other two copolymers. All polymers exhibited deep highest occupied molecular orbital energy levels and subsequently lead to high open circuit voltages of fabricated solar cell devices. Best performance of the bulk-heterojunction solar cells with a power conversion efficiency of 5.05% was achieved with PIDT-C12NT as donor and (6,6)-phenyl-C71-butyric acid methyl ester (PC71BM) as acceptor, which can be attributed to its higher charge carrier mobility, the optimize..."
97,10.1002/adma.201603178,2016,"A Novel Naphtho[1,2‐c:5,6‐c′]Bis([1,2,5]Thiadiazole)‐Based Narrow‐Bandgap π‐Conjugated Polymer with Power Conversion Efficiency Over 10%","A novel naphtho[1,2-c:5,6-c']bis([1,2,5]-thiadiazole)-based narrow-bandgap π-conjugated polymer is designed for application in polymer solar cells. Remarkable power conversion efficiencies over 10% can be achieved based on both conventional and inverted device architectures with thick photoactive layers, which are processed by using chlorinated or nonhalogenated solvents, suggesting its great promise toward practical applications based on high-throughput roll-to-roll processing."
98,10.1002/adfm.201502338,2015,"Angular‐Shaped 4,9‐Dialkyl α‐ and β‐Naphthodithiophene‐Based Donor–Acceptor Copolymers: Investigation of Isomeric Structural Effects on Molecular Properties and Performance of Field‐Effect Transistors and Photovoltaics","Two angular‐shaped 4,9‐didodecyl α‐aNDT and 4,9‐didodecyl β‐aNDT isomeric structures have been regiospecifically designed and synthesized. The distannylated α‐aNDT and β‐aNDT monomers are copolymerized with the Br‐DTNT monomer by the Stille coupling to furnish two isomeric copolymers, PαNDTDTNT and PβNDTDTNT, respectively. The geometric shape and coplanarity of the isomeric α‐aNDT and β‐aNDT segments in the polymers play a decisive role in determining their macroscopic device performance. Theoretical calculations show that PαNDTDTNT possesses more linear polymeric backbone and higher coplanarity than PβNDTDTNT. The less curved conjugated main chain facilitates stronger intermolecular π–π interactions, resulting in more redshifted absorption spectra of PαNDTDTNT in both solution and thin film compared to the PβNDTDTNT counterpart. 2D wide‐angle X‐ray diffraction analysis reveals that PαNDTDTNT has more ordered π‐stacking and lamellar stacking than PβNDTDTNT as a result of the lesser curvature of the PαNDTDTNT backbone. Consistently, PαNDTDTNT exhibits a greater field effect transistor hole mobility of 0.214 cm2 V−1 s−1 than PβNDTDTNT with a mobility of 0.038 cm2 V−1 s−1. More significantly, the solar cell device incorporating the PαNDTDTNT:PC71BM blend delivers a superior power conversion efficiency (PCE) of 8.01% that outperforms the PβNDTDTNT:PC71BM‐based device with a moderate PCE of 3.6%."
99,10.2494/PHOTOPOLYMER.28.605,2015,Study of Photoelectric Conversion in Benzotrithiophene-Based Conjugated Semiconducting Polymers,"Benzotrithiophene (BTT), where three thiophenes are fused to a central benzene, was polymerized with three kinds of electron accepting units, thiadiazolopyridine (TP), difluorobenzothiadiazole (FT), or naphthobisthiadiazole (NTz). These low bandgap polymers exhibited deep HOMO level (-5.4 ~ -5.6 eV) which can lead to increasing open circuit voltage (VOC) of bulk heterojunction organic photovoltaics (OPV). One of the BTT polymers and methano[60]fullerene (PCBM) blend showed a high VOC of 0.99 V, owing to the deep HOMO level and low energy loss. The best power conversion efficiency (PCE) of 2.7% was obtained for the BTT-NTz polymer blended with methano[70]fullerene. We have intensively characterized optoelectronic and morphological features of the new polymers by atomic force microscopy, 2-dimensional X-ray diffraction, and time-resolved microwave conductivity. This work highlights the potential of BTT-based polymers for an increase of PCE, because there are extra rooms for further improvement."
100,10.1002/adma.201401494,2014,A Polythiophene Derivative with Superior Properties for Practical Application in Polymer Solar Cells,"A polythiophene derivative called PDCBT, which has a backbone of thiophene units and just carboxylate functional groups to modulate its properties, exhibits properties superior to those of poly(3-hexylthiophene), the classic polythiophene derivative, when used as an electron donor in polymer solar cells (PSCs). The best device, based on PDCBT/PC71BM (1:1), develops a good power conversion efficiency of 7.2%."
101,10.1021/ACS.CHEMMATER.7B00595,2017,High-Efficiency Organic Photovoltaics with Two-Dimensional Conjugated Benzodithiophene-Based Regioregular Polymers,"We synthesized and characterized two kinds of regioregular polymers that were based on thieno[3,4-b]thiophene as an electron-accepting unit and benzo[1,2-b:4,5-b′]dithiophene as the electron-donating unit with different side chain, alkylthio and alkyl thiophenes, named rr-PTBS and rr-PTB7-Th, respectively. Because of the partial introduction of the alkylthio thiophene side chain, rr-PTBS showed red-shifted absorption and a deeper HOMO level compared to those of rr-PTB7-Th. In addition, both rr-PTBS:PC71BM and rr-PTB7-Th:PC71BM blended films showed face-on orientations stronger than those of regiorandom PTB7-Th. However, the rr-PTB7-Th:PC71BM blended film showed a peak in the out-of-plane direction much weaker than those of rr-PTBS:PC71BM and PTB7-Th:PC71BM blended films. Moreover, the rr-PTBS:PC71BM blended film exhibited charge carrier mobility (μe/μh ∼ 1.01) much more balanced than that of the rr-PTB7-Th:PC71BM blended film (μe/μh ∼ 1.23). The bulk-heterojunction organic photovoltaic (OPV) device based ..."
102,10.1021/ja206610u,2011,An easily accessible isoindigo-based polymer for high-performance polymer solar cells.,"A new, low-band-gap alternating copolymer consisting of terthiophene and isoindigo has been designed and synthesized. Solar cells based on this polymer and PC(71)BM show a power conversion efficiency of 6.3%, which is a record for polymer solar cells based on a polymer with an optical band gap below 1.5 eV. This work demonstrates the great potential of isoindigo moieties as electron-deficient units for building donor-acceptor-type polymers for high-performance polymer solar cells."
103,10.1021/CM3011056,2012,"Enhanced and Tunable Open-Circuit Voltage using Dialkylthio Benzo[1,2-b:4,5-b′]dithiophene in Polymer Solar Cells","In this study, we explore the effect of the dialkoxy and dithioalkoxy side chains on the benzo [1,2-b:4,5-b′]dithiophene (BDT) unit by comparing the O-BDT homopolymer (O-PBDT), S-BDT homopolymer (S-PBDT), and S-BDT-alt-O-BDT copolymer (SO-PBDT) by computational calculations and experimental results. The polymers were prepared by Pd-catalyzed Stille coupling. Additionally, hole mobility and film morphology were studied by fabricating organic field effect transistors (OFETs) and using TappingMode AFM, respectively. The photovoltaic properties of the polymers were measured from fabricated PSC devices. The replacement of the alkoxy (−OR) groups with thioalkoxy (−SR) groups lowered the HOMO energy level of the conjugated polymers from 5.31 to 5.41 eV, and consequently enhanced Voc, while still preserving the excellent properties offered by the BDT-based polymers. Especially, high Voc of 0.99 V was achieved from S-PBDT polymer based PSC with up to 4.0% of PCE, which is one of the highest efficiencies reported f..."
104,10.1021/ACS.CHEMMATER.5B00481,2015,Poly(benzodithiophene) Homopolymer for High-Performance Polymer Solar Cells with Open-Circuit Voltage of Near 1 V: A Superior Candidate To Substitute for Poly(3-hexylthiophene) as Wide Bandgap Polymer,"Conjugated homopolymers can be synthesized more simply and reproducibly at lower cost than widely developing donor–acceptor (D–A) alternating copolymers. However, except for well-known poly(3-hexylthiophene) (P3HT), almost no successful homopolymer-based polymer solar cells (PSCs) have been reported because of their relatively wide band gap and unoptimized energy levels that limit the values of short circuit current (JSC) and open-circuit voltage (VOC) in PSCs. Herein, we report the development of poly(4,8-bis(5-(2-ethylhexyl)thiophen-2-yl)benzo[1,2-b:4,5-b’]dithiophene) (PBDTT) homopolymer that has high light absorption coefficients and nearly perfect energy alignment with that of [6,6]-phenyl-C71-butyric acid methyl ester (PC71BM). Therefore, we were able to produce high-performance PSCs with the power conversion efficiency (PCE) of 6.12%, benefiting from both high VOC (0.93 V) and JSC (11.95 mA cm–2) values. To the best of our knowledge, this PCE value is one of the highest values reported for the homo..."
105,10.1039/C1PY00327E,2011,Downwards tuning the HOMO level of polythiophene by carboxylate substitution for high open-circuit-voltage polymer solar cells,"Three polythiophene derivatives with carboxylate substituents, PT–C1, PT–C2 and PT–C3 were synthesized by the Pd-catalyzed Stille-coupling method, for downwards tuning of the highest occupied molecular orbital (HOMO) of polythiophene. The polymers show similar visible absorption spectra to that of regioregular poly(3-hexylthiophene) (P3HT). By attaching the carboxylate substituent, the HOMO energy level downwards shifted to −5.15, −5.11 and −5.10 eV for PT–C1, PT–C2 and PT–C3, respectively, in comparison with that (ca. −4.8 eV) for P3HT. The polymer solar cells (PSCs) based on the three polymers as donor and PC70BM as acceptor all exhibit relatively high open circuit voltage (Voc) of ca. 0.8 V. The power conversion efficiency (PCE) of the PSCs based on PT–C3: PC70BM = 1 : 1.5 (w/w) reached 3.87% with Voc = 0.78 V, short circuit current (Jsc) of 9.68 mA cm−2 and fill factor (FF) of 51.2% under the illumination of AM1.5, 100 mW cm−2. These results indicate that attaching the carboxylate substituent is a simple and effective way to modulate energy levels of polythiophene derivatives and PT–C3 is a promising donor material for PSCs."
106,10.1002/marc.200800785,2009,Alkylthio-substituted polythiophene: absorption and photovoltaic properties.,"Two polythiophene derivatives with electron-donating alkylthio side chains, poly[(3-hexylthio)thiophene] (P3HST) and poly[(3-hexylthio)thiophene-alt-thiophene] (P3HST-co-Th) have been synthesized and characterized. Both P3HST and P3HST-co-Th show broader absorption peaks than poly(3-hexylthiophene). Meanwhile, the alkylthio side chains decrease the HOMO energy level of the polymers, which benefits the higher open circuit voltage of the polymer solar cells (PSCs) based on the polymer as donor. PSCs have been fabricated with the polymers as donor and [6,6]-phenyl C61 butyric acid methyl ester as acceptor (1: 1, w/w). The devices based on P3HST and P3HST-co-Th show an open circuit voltage of 0.63 V, and a power conversion efficiency of 0.34% and 0.5%, respectively, under the illumination of AM1.5, 80 mW · cm(-2) ."
107,10.1002/adfm.200600859,2007,Polyterthiophenes as Donors for Polymer Solar Cells,"Thiophene‐containing polymers blended with fullerenes have recently demonstrated impressively high photovoltaic efficiencies. One drawback of this class of polymers is their relatively low ionization potential, which leads to rather low open‐circuit voltages. Polyterthiophenes belong to a material class that has recently captured a large amount of interest for polymer electronic applications because of its excellent transport properties. Because of the slightly lower ionization potential, this material class appears more attractive for photovoltaic applications than polythiophenes. In this work, the photovoltaic performance of bulk heterojunction solar cells from polyterthiophene/fullerene composites is discussed and compared to the polymer/fullerene blend morphology."
108,10.1021/am502795y,2014,Effects of cyano-substituents on the molecular packing structures of conjugated polymers for bulk-heterojunction solar cells.,"The molecular packing structures of two conjugated polymers based on alkoxy naphthalene, one with cyano-substituents and one without, have been investigated to determine the effects of electron-withdrawing cyano-groups on the performance of bulk-heterojunction solar cells. The substituted cyano-groups facilitate the self-assembly of the polymer chains, and the cyano-substituted polymer:PC71BM blend exhibits enhanced exciton dissociation to PC71BM. Moreover, the electron-withdrawing cyano-groups lower the highest occupied molecular orbital (HOMO) and lowest unoccupied molecular orbital (LUMO) levels of the conjugated polymer, which leads to a higher open circuit voltage (V(OC)) and a lower energy loss during electron transfer from the donor to the acceptor. A bulk-heterojunction device fabricated with the cyano-substituted polymer:PC71BM blend has a higher V(OC) (0.89 V), a higher fill factor (FF) (51.4%), and a lower short circuit current (J(SC)) (7.4 mA/cm(2)) than that of the noncyano-substituted polymer:PC71BM blend under AM 1.5G illumination with an intensity of 100 mW cm(-2). Thus, the cyano-substitution of conjugated polymers may be an effective strategy for optimizing the domain size and crystallinity of the polymer:PC71BM blend, and for increasing V(OC) by tuning the HOMO and LUMO energy levels of the conjugated polymer."
109,10.1039/c1cc10184f,2011,Controlling side-chain density of electron donating polymers for improving their packing structure and photovoltaic performance.,"A simple and efficient approach of controlling the side-chain density in the electron donating polymers has been demonstrated to tune their 3-D packing structure and HOMO level, which increases the hole mobility and V(oc) values, thus improving the solar cell performance."
110,10.1002/marc.201100501,2012,Enhanced performance of organic photovoltaic cells fabricated with a methyl thiophene-3-carboxylate-containing alternating conjugated copolymer.,"A new donor-acceptor copolymer, containing benzodithiophene (BDT) and methyl thiophene-3-carboxylate (3MT) units, is designed and synthesized for polymer solar cells (PSCs). The 3MT unit is used as an electron acceptor unit in this copolymer to provide a lower highest occupied molecular orbital (HOMO) level for obtaining polymer solar cells with a higher open-circuit voltage (VOC). The resulting bulk heterojunction PSC made of the copolymer and [6,6]-phenyl-C71-butyric acid methyl ester (PC71BM) exhibits a power conversion efficiency (PCE) up to 4.52%, a short circuit current (JSC) of 10.5 mA · cm-(2), and a VOC of 0.86 V."
111,10.1021/ACS.CHEMMATER.5B03256,2015,Energy Level Engineering of Donor Polymers via Inductive and Resonance Effects for Polymer Solar Cells: Effects of Cyano and Alkoxy Substituents,"Fine tuning the energy levels of donor polymers is a critically important step toward achieving high power conversion efficiencies in polymer solar cells (PSCs). We systematically controlled the energy levels of donor polymers by introducing cyano (CN) and alkoxy (OR) groups into the 4,4′-didodecyl-2,2′-bithiophene (BT) unit in a step-by-step fashion, thereby varying the inductive and resonance effects. The three monomer units (BT, BTC, and BTCox) were polymerized with benzo[1,2-b:4,5-b′]dithiophene (BDT) as a counter unit to afford three polymers (PBDT-BT, PBDT-BTC, and PBDT-BTCox). The highest occupied molecular orbital and lowest unoccupied molecular orbital energy levels decreased significantly upon the introduction of CN groups, and these levels increased slightly upon attachment of the OR groups, in good agreement with the measured open-circuit voltages of the three polymer devices. The strong inductive and resonance effects present in PBDT-BTCox narrowed the polymer band gap to 1.74 eV to afford a ..."
112,10.1021/ACS.CHEMMATER.5B01520,2015,"Wide Band-Gap 3,4-Difluorothiophene-Based Polymer with 7% Solar Cell Efficiency: An Alternative to P3HT",": We report on a wide band-gap polymer donor composed of benzo[1,2-b :4,5-b ']dithiophene (BDT) and 3,4-difluorothiophene ([2F]T) units (Eopt ~2.1 eV), and show that the fluorinated analog PBDT[2F]T performs significantly better than its non-fluorinated counterpart PBDT[2H]T in BHJ solar cells with PC 71 BM. While control P3HT-and PBDT[2H]T-based devices yield PCEs of ca. 4% and 3% (Max.) respectively, PBDT[2F]T-based devices reach PCEs of ca. 7%, combining a large V OC of ca. 0.9 V and short-circuit current values (ca. 10.7 mA/cm 2 ) comparable to those of the best P3HT-based control devices. In bulk-heterojunction (BHJ) solar cells of p -conjugated polymer donors and fullerene acceptors, such as phenyl-C61-butyric acid methyl ester or its C71 analog (PCBM), some important design rules govern the efficiency of the polymer donor. 1-3 While conventional (single-cell) BHJ devices composed of poly(3-hexylthiophene) (P3HT) and PC 71 BM or the indene-C60 bisadduct ICBA can yield power conversion efficiencies (PCE) of ca. 4% 4 and 6.5%, 5 respectively, lower band-gap systems that absorb visible light at longer wavelengths ("
113,10.1021/MA101523A,2010,"A Thieno[3,4-c]pyrrole-4,6-dione-Based Donor-Acceptor Polymer Exhibiting High Crystallinity for Photovoltaic Applications","Polymer solar cells (PSCs) based on bulk heterojunction (BHJ) structures that consist of polymeric donors and fullerene-based acceptors are attracting considerable attention because of their fascinating potential for low-cost, large-area production through solution processing. Because donor-acceptor (D-A) conjugated polymers possess high light-harvesting aptitude, easily tunable optical/electronic properties, and ambipolar charge transporting features, they have been applied extensively to BHJ photovoltaics in the past few years. Specifically, the D-A design concept is the most effective strategy toward harvesting more photons by lowering optical bandgaps while retaining suitable electronic energy levels. In recent years, several efficient D-A polymers have displayed promising potentialities for photovoltaic applications. For instance, electron-deficient units derived from 2,1,3-benzothiadiazole (BT), 2,1,3-benzoxadiazole (BO), 3,6-diaryl-2,5-dihydropyrrolo[3,4-c]pyrrole-1,4-dione (DPP), and thieno[3,4-b]thiophene-2-carboxylate moieties, when conjugated with various electron-donating units, such as fluorene, carbazole, dithienosilole, and benzodithiophene, have demonstrated distinguished PCEs of up to 7% after systematic optimization. The electron-deficient thieno[3,4-c]pyrrole-4,6-dione (TPD) moiety exhibits a symmetric, rigidly fused, coplanar structure and strong electron-withdrawing properties, which make it a potential system for increasing intramolecular/intermolecular interactions, reducing optical bandgaps, and/or lowering highest occupied molecular orbital (HOMO) energy levels when incorporated into polymeric backbones. Very recently, low-bandgap D-A polymers, comprising TPD and benzodithiophene moieties, were prepared that featured relatively low-lying HOMO energy levels (-5.43 to -5.57 eV), high open-circuit voltages (Voc, up to 0.89 V), and prominent PCEs (4-6%). When designing new efficient D-A polymers, it is important to select suitable electron donors as well as acceptors by taking into consideration their spectral absorption ranges and electronic energy levels. Furthermore, the development of new D-A polymers exhibiting crystalline characteristics can lead to significantly enhanced charge transporting mobilities in the active layers of the devices. Several p-type conjugated polymers containing the symmetric bi(dodecyl)thiophene unit exhibit crystalline characteristics and high hole mobilities when used in organic field effect transisitors. Considering not only the electronic energy level but also the hole mobility, we prepared a newD-Apolymer, PBTTPD,wherein the electronwithdrawing TPD unit was conjugated with the symmetrical electron-donating bi(dodecyl)thiophene unit to provide crystalline characteristics and a low-lying HOMO energy level, resulting from the combination of the rigidly fused TPD moiety and the symmetrical bi(dodecyl)thiopheneunits.Becauseof these desirable features, we expected PBTTPD to exhibit good hole mobility and high values of Voc when used in photovoltaic applications. We prepared PBTTPD (Scheme 1) through Stille polymerization of themonomers 1,3-dibromo-5-ethylhexylthieno[3,4-c]pyrrole-4,6dione (M1) and 4,40-didocecyl-5,50-bis(trimethylstannyl)-2,20-bithiophene (M2) using tris(dibenzylideneacetone)dipalladium/tri(o-tolyl)phosphine [Pd2dba3/P(o-tolyl)3] as the catalyst. The branched 2-ethylhexyl chain of theTPDmoietywas present to promote the solubility of the polymer. The number-average molecular weight of PBTTPD was 9.7 kg mol, with a polydispersity of 1.4, as determined through gel permeation chromatography (GPC) using chloroform as the eluent. This polymer was readily soluble in hot chlorinated solvents, namely chloroform, chlorobenzene, and dichlorobenzene. PBTTPD exhibited good thermal stability, with its decomposition temperature (Td) greater than 400 C, as measured using thermogravimetric analysis (TGA; Supporting Information, Figure S1). We investigated the thermal behavior of this polymer using differential scanning calorimetry (DSC), which revealed two distinct peaks;a melting point at 297 C and a crystallization point at 268 C;but no glass transition (Supporting Information, Figure S2). The presence of the pronounced crystallization peak indicated that PBTTPD had a strong inclination to crystallize, which we further confirmed from its film’s grazing-incidence X-ray diffraction pattern (Figure 1a). In Figure 1a, the (100), (200), and (300) diffraction peaks for PBTTPD are at 3.4 , 6.8 , and 10.2 , respectively, indicating a highly ordered structure along with a d-spacing of 26 A that is ascribable to the interchain distance separated by the alkyl side chains; the broad feature at 24.6 , corresponding to a short distance of 3.6 A, is assigned to the facialπ-π stacking between polymeric backbones; such high crystallinity suggested that PBTTPD would exhibit good carrier mobility when applied in PSCs. Figure 1b presents absorption spectra of PBTTPD in dilute chloroform solution and in the solid state. In solution, the polymer exhibited an absorption signal at 468 nm, which we assign to internal charge transfer between the TPD acceptor and the bithiophene donor. The absorption maximum of the solid state polymer appeared at 572 nm;a significant red shift of 104 nm relative to that in solution, indicating that considerably strong intermolecular interactions existed in the solid film. Additionally, a vibronic shoulder at 628 nm implies an ordered arrangement of PBTTPD in the solid film, with strong π-π stacking between the polymeric backbones, a feature that also appears in regioregular poly(3-hexylthiophene). The optical bandgap of PBTTPD, estimated from the onset of absorption in the solid film, was 1.82 eV; this value is less than that of P3HT (1.91 eV) because of the presence of the electron-accepting TPD moiety in the polymer main chain; accordingly, we expected that PBTTPD would harvest more photons relative to P3HT. Figure S3 presents the redox behavior of the polymer (see Supporting Information). On the basis of the onset potentials, we Scheme 1. Synthetic Route and Structure of PBTTPD"
114,10.1039/c1cc10585j,2011,"Crystalline conjugated polymer containing fused 2,5-di(thiophen-2-yl)thieno[2,3-b]thiophene and thieno[3,4-c]pyrrole-4,6-dione units for bulk heterojunction solar cells.","A new conjugated polymer, PDTTTPD, comprising 2,5-di(thiophen-2-yl)thieno[3,2-b]thiophene and thieno[3,4-c]pyrrole-4,6-dione units, exhibits high crystallinity and excellent thermal stability. A device incorporating PDTTTPD and [6,6]-phenyl-C(71)-butyric acid methyl ester (1:1, w/w) exhibited a power conversion efficiency of 5.1%."
115,10.1002/aenm.201200350,2012,A New Terthiophene‐Thienopyrrolodione Copolymer‐Based Bulk Heterojunction Solar Cell with High Open‐Circuit Voltage,"A new semiconducting polymer based on terthiophene‐thienopyrrolodione alternating building blocks with a deep HOMO energy level (5.66 eV) is presented. The polymer is prepared by a direct heteroarylation polycondensation reaction, which is a low‐cost and green alternative to the standard Stille coupling reaction and thus avoids any use of toxic stannyl derivatives. Integrating the polymer into bulk heterojunction solar cells with [6,6]‐phenyl C71‐butyric acid methyl ester ([70]PCBM) leads to a PCE of over 6% and a high open‐circuit voltage of up to 0.94 V. To obtain these results a unique processing additive, 1‐chloronaphthalene, is used, and a relatively low concentration of [70]PCBM is used in the blend solution."
116,10.1002/aenm.201501213,2015,"Thieno, Furo, and Selenopheno[3,4‐c]pyrrole‐4,6‐dione Copolymers: Air‐Processed Polymer Solar Cells with Power Conversion Efficiency up to 7.1%","Polymers based on thieno[3,4‐c]pyrrole‐4,6‐dione derivatives are interesting and promising candidates for organic bulk heterojunction solar cells. Herein, a series of push–pull conjugated polymers based on thieno[3,4‐c]pyrrole‐4,6‐dione (TPD), furo[3,4‐c]pyrrole‐4,6‐dione (FPD), and selenopheno[3,4‐c]‐pyrrole‐4,6‐dione (SePD) have been synthesized by direct heteroarylation polymerization and fully characterized. The impacts of both the heteroatom (sulfur, oxygen, and selenium) and the side chain (branched or linear) of [3,4‐c]pyrrole‐4,6‐dione unit on the electro‐optical properties have been investigated. Among polymers developed, two new highly processable terthiophene–SePD (P4) and dithienosilole–SePD (P9) copolymers led to air‐processed polymer solar cells with power conversion efficiencies of 5.1% and 7.1% using the following inverted configuration: ITO/ZnO/Polymer:PCBM/MoO3/Ag. These promising results make P4 and P9 good candidates for further upscaling and device optimization."
117,10.1039/c5sc01427a,2015,Wide bandgap OPV polymers based on pyridinonedithiophene unit with efficiency >5%† †Electronic supplementary information (ESI) available. See DOI: 10.1039/c5sc01427a Click here for additional data file.,We report the properties of a new series of wide band gap photovoltaic polymers based on the N-alkyl 2-pyridone dithiophene (PDT) unit.
118,10.1002/aenm.201100215,2011,Effects of Side Chains on Thiazolothiazole‐Based Copolymer Semiconductors for High Performance Solar Cells,"New thiazolothiazole‐dithienosilole copolymer semiconductors bearing side chains of different type, size, and topology were synthesized and used to demonstrate the influence of side chains on morphology, charge transport and photovoltaic properties. The field effect mobility of holes varied from 0.01‐0.03 cm2V−1s−1 in PSOTT and PSEHTT to 0.12 cm2V−1s−1 in PSOxTT. The average power conversion efficiency of solar cells under 1.0 sun illumination could be varied from 2.1% in PSOxTT and 4.1% in PSOTT to 5.0% in PSEHTT. The highest photovoltaic efficiency achieved in PSEHTT, that has all‐branched alkyl side chains and face‐on π‐stacking orientation, was corroborated by its enhanced charge photogeneration observed by transient absorption spectroscopy."
