,Unnamed: 0,doi,publication,publisher,title,year,Abstract
82,82,10.1063/5.0037710,,,Relationship between charge transfer state electroluminescence and the degradation of organic photovoltaics,2021,"The degradation of archetype organic photovoltaics comprising both vacuum and solution-deposited bulk heterojunction active regions is investigated and quantified using a theory based on detailed balance, which relates the open-circuit voltage to the efficiency of charge transfer state emission. To describe this relationship, we account for the difference between electroluminescent external quantum efficiency and the charge transfer emission efficiency. An empirical factor, m, is introduced to distinguish between nonradiative defect sites both within, m = 1, and outside, m >1, of the photoactive heterojunction. The m-factor is used to determine the primary sources of degradation for archetype solution- and vacuum-processed material systems. We conclude that degradation occurs primarily within the donor–acceptor heterojunction for the vacuum-processed devices (where m = 1.020 ± 0.002) and outside of the photoactive heterojunction for the solution-processed devices studied, both with and without an anode buffer layer (where m = 2.93 ± 0.09 and m = 1.90 ± 0.01, respectively)."
83,83,10.1039/d0nj06111e,,,Nonylbisoxazole-based donor-acceptor copolymers for polymer solar cells,2021,"A new 4,4′-dinonyl-2,2′-bisoxazole (NBO)-based polymer, namely poly{4,8-bis(2-ethylhexoxy)-benzo[1,2-b;3,4-b′]difunan-2,6-diyl-alt-(4, 4′-dinonyl-2,2′-bisoxazole)} (PBDFNBO), was synthesized by a Stille coupling polymerization reaction. The copolymer was found to be soluble in common organic solvents, such as chloroform, tetrahydrofuran and chlorobenzene with excellent film forming properties. The thermal, optical, electrochemical, and photovoltaic properties of PBDFNBO were investigated in detail. Thermo gravimetric analysis (TGA) results indicate that the copolymer possesses good thermal stability. The PBDFNBO film exhibits a narrow absorption band around 300–598 nm (with an optical bandgap of 2.07 eV). The maximum power conversion efficiency (PCE) of the polymer solar cells (PSCs) based on PBDFNBO/PC71BM (1 : 2, w/w) reaches 5.0% with a short circuit current density (Jsc) of 9.9 mA cm−2, an open circuit voltage (Voc) of 0.93 V, and a fill factor (FF) of 0.53 under AM 1.5G, 100 mW cm−2 illumination."
84,84,10.1039/d0ee02958k,,,Predicting the photocurrent-composition dependence in organic solar cells,2021,"The continuous development of improved non-fullerene acceptors and deeper knowledge of the fundamental mechanisms governing performance underpin the vertiginous increase in efficiency witnessed by organic photovoltaics. While the influence of parameters like film thickness and morphology are generally understood, what determines the strong dependence of the photocurrent on the donor and acceptor fractions remains elusive. Here we approach this problem by training artificial intelligence algorithms with self-consistent datasets consisting of thousands of data points obtained by high-throughput evaluation methods. Two ensemble learning methods are implemented, namely a Bayesian machine scientist and a random decision forest. While the former demonstrates large descriptive power to complement the experimental high-throughput screening, the latter is found to predict with excellent accuracy the photocurrent–composition phase space for material systems outside the training set. Interestingly, we identify highly predictive models that only employ the materials band gaps, thus largely simplifying the rationale of the photocurrent–composition space."
85,85,10.1002/advs.202003641,,,"Chlorinated Benzo[1,2-b:4,5-c′]dithiophene-4,8-dione Polymer Donor: A Small Atom Makes a Big Difference",2021,"Abstract The position of a chlorine atom in a charge carrier of polymer solar cells (PSCs) is important to boost their photovoltaic performance. Herein, two chlorinated D‐A conjugated polymers PBBD‐Cl‐α and PBBD‐Cl‐β are synthesized based on two new building blocks (TTO‐Cl‐α and TTO‐Cl‐β) respectively by introducing the chlorine atom into α or β position of the upper thiophene of the highly electron‐deficient benzo[1,2‐b:4,5‐c′]dithiophene‐4,8‐dione moiety. Single‐crystal analysis demonstrates that the chlorine‐free TTO shows a π‐π stacking distance (d π‐π) of 3.55 Å. When H atom at the α position of thiophene of TTO is replaced by Cl, both π‐π stacking distance (d π‐π = 3.48 Å) and Cl···S distance (d Cl‐S = 4.4 Å) are simultaneously reduced for TTO‐Cl‐α compared with TTO. TTO‐Cl‐β then showed the Cl···S non‐covalent interaction can further shorten the intermolecular π‐π stacking separation to 3.23 Å, much smaller than that of TTO‐Cl‐α and TTO. After blending with BTP‐eC9, PBBD‐Cl‐β:BTP‐eC9‐based PSCs achieved an outstanding power conversion efficiency (PCE) of 16.20%, much higher than PBBD:BTP‐eC9 (10.06%) and PBBD‐Cl‐α:BTP‐eC9 (13.35%) based devices. These results provide an effective strategy for design and synthesis of highly efficient donor polymers by precise positioning of the chlorine substitution."
86,86,10.1016/j.solener.2020.12.022,,,Carbon/graphene quantum dot and conjugated polymer nanostructures impart unprecedented high efficiencies in routine P3HT:PCBM photovoltaics,2021,"Abstract Graphene quantum dot (GQD) and carbon quantum dot (CQD) nanoparticles were employed to fabricate the crab-like GQD/poly(3-hexylthiophene) (P3HT) and semicrab-like CQD/P3HT short chain, pellet-like GQD/P3HT and CQD/P3HT long chain, GQD/P3HT nanofiber and CQD/P3HT nanofiber supramolecules. The P3HT crystals were composed of face-on ((1 0 0) and (0 0 2) prisms) and edge-on ((0 2 0) and (0 0 2) growth planes) oriented chains. The lowest d-spacing values were acquired for the QD decorated P3HT nanofibers (d(1 0 0) = 13.41–13.46 Ǻ and d(0 2 0) = 3.39–3.43 Ǻ). To investigate the function of designed supramolecules in roles of morphology modifier, donor, and acceptor, the ternary and binary photovoltaics of P3HT: ( Meissner and Wohrle, 1991 , Meissner and Wohrle, 1991 )-Phenyl C71 butyric acid methyl ester (PC71BM):supramolecule, P3HT:supramolecule, and PC71BM:supramolecule were prepared. The GQD-based nanostructures acted better than the CQD-based ones, originated from their thinner and disk-like nature, and the highest photovoltaic characteristics were detected in P3HT:PC71BM:GQD/P3HT nanofiber systems (14.06 mA cm−2, 0.70 V, 66.11%), leading to a performance of 6.50%. Thin films modified by crab-like GQD/P3HT short chain (5.47%), CQD/P3HT nanofiber (4.56%), and semicrab-like CQD/P3HT short chain (3.46%) nanostructures also reflected the high-quality devices. The systems manipulated by the crab/semicrab-like (668 and 462 Ω.cm2) and decorated fibrillar (553 and 395 Ω.cm2) nanostructures demonstrated the faster electron transport and, thereby the lower carrier recombination. Even the well-designed supramolecules of GQD/P3HT nanofiber and crab-like GQD/P3HT short chain led to the low-quality binary photovoltaics (3.68% and 2.29%) with respect to corresponding ternary systems. When the QDs and their associated nano-hybrids were employed as the electron donors, the weakest cells were fabricated and the highest efficacy was 2.01% for PC71BM:GQD/P3HT."
87,87,10.1016/j.orgel.2020.106051,,,"Poly(2,2’-(2,5-difluoro-1,4-phenylene)dithiophene-alt-naphthalene diimide) synthesized by direct (hetero)arylation reaction for all-polymer solar cells",2021,"Abstract The weak donor-strong acceptor polymer acceptors for all-polymer solar cells (all-PSCs) have gained much less attention compared with the typical donor-strong acceptor counterparts. Direct (hetero)arylation polymerization reaction is a rising synthetic method, although most of the naphthalene diimide polymer photovoltaic acceptors have been prepared by classic Stille polymerization. A weak donor-strong acceptor polymer acceptor PNB2F has been successfully designed and synthesized by the two-step direct (hetero)arylation reaction and further applied in all-PSCs. The all-PSC device based on PNB2F and electron-donating polymer PBDB-T gained a PCE of 4.49%. The results demonstrate that direct (hetero)arylation reaction is a promising tool for building efficient polymer acceptors with convenient and low-cost synthesis ideas."
88,88,10.1016/j.jorganchem.2020.121648,,,Solvent free synthesis of vinylcyanoacetohydrazone bridged diferrocenyl organometallic compounds as bifunctional molecule for donor-acceptor and photovoltaic properties,2021,"Abstract Facile synthesis of cyanovinylhydrazone bridged diferrocenyl compounds using a unique solid state synthetic method led to the formation of donor-acceptor type compounds with wide absorption in the visible region. Crystallographic analysis, spectroscopic characterization and absorption-emission spectral properties were studied to understand the structural identity and electronic nature of the molecular compounds. Fabrication of a solar cell device using the diferrocenyl donor-acceptor compound as a bifunctional system showed a moderate open-circuit voltage (VOC) of 331 mV. DFT calculation was carried out to study the electron transfer processes during the operation of the solar cell device and to understand its potential for future application."
89,89,10.1016/j.dyepig.2020.109009,,,Improving solubility and photovoltaic properties of the star-shaped molecules by synergistic effect of central tris(2-methoxyphenyl)amine and branched fluorine substituent,2021,"Abstract Three star-shaped small molecular donors of TOBTC, TOBTC-1F and TOBTC-2F were developed, which adopt tris(2-methoxyphenyl)amine (TPA-OMe) as electron-donating core, as well as nonfluoro-, monofluoro- and difluoro-substituted benzo-thiadiazole as electron-withdrawing branch, respectively. The improved solubility and hole mobility were obtained in comparison to their analogues using TPA as core. More interestingly, the TOBTC-2F:PC71BM blend exhibited highest hole mobility (μh) of 8.5 × 10−4 cm2V−1s−1 and its solution-processed organic solar cell displayed the best photovoltaic properties with a power conversion efficiency of 4.5% at an area of 10 mm2 without any additive and annealing treatment. Here, the μh value is 10 times higher than that of its TPA based analogue:PC71BM blend. It indicates that the synergistic effect of the TPA-OMe unit in core and fluorine substituents in benzo-thiadiazole is available to improve solubility, mobility and photovoltaic properties of the star-shaped small molecular donors."
90,90,10.1016/j.dyepig.2020.108985,,,Bridgehead nitrogen tripodal organic dyes having multiple donor-π-acceptor branches for solar cell applications,2021,"Abstract Three tertiary amine dyes (TD01, TD02, and TD03) have been designed and synthesized for the dye sensitized solar cell (DSSC) application. These new dyes TD01, TD02, and TD03 carry different number (one, two, and three, respectively) of donor-π-acceptor units, which are connected together with a central bridgehead nitrogen through oxyethyl linkers. After fabricating the solar cells using these sensitizers and investigating their photovoltaic performances, it was found that the DSSC based on TD03 sensitizer exhibited the best power conversion efficiency of 5.91%. The higher performance of TD03 compared to TD01 and TD02 sensitizers is attributed to its superior short-circuit current density and high open-circuit voltage resulted from the presence of tertiary anchoring and oxyethyl moieties, respectively."
91,91,10.1016/j.dyepig.2020.108950,,,Structure evolution from D-A-D type small molecule toward D-A-D-A-D type oligomer for high-efficiency photovoltaic donor materials,2021,"Abstract In order to study the influence of structure evolution on properties, a D-A-D-A-D-type oligomer of 5BDTBDD and its D-A-D type small molecule of 3BDTBDD were designed and synthesized, which consist of electron-accepting (A) unit of benzo [1,2-c:4,5-c'] dithiophene-4,8-dione (BDD) and electron-donating (D) unit of 4,8-di (6-ethylhexylthiophen-2-yl)benzo [1,2-b:4,5-b']dithiophene (BDT). The effect of structure evolution on crystallinity, absorption, mobility, morphology and photovoltaic properties was primarily investigated. It is found that, by simply inserting a D-A repeat unit, 5BDTBDD shows more improved crystallization, absorption, mobility and morphology than 3BDTBDD. As a result, 5BDTBDD exhibits better photovoltaic properties than 3BDTBDD in their non-fullerene organic solar cells using 9-bis(2-methylene-(3-(1,1-dicyanomethylene)-indanone))-5,5,11,11-tetrakis (4-hexylphenyl)-di thieno [2,3-d:2′,3′-d']-s-indaceno [1,2-b:5,6-b'] dithiophene (ITIC) as acceptor material. An increasing power conversion efficiency of 7.89% is obtained in the 5BDTBDD:ITIC cells, which is 1.8 times higher than that value (4.33%) in the 3BDTBDD:ITIC cells. It indicates that structure evolution from D-A-D type small molecule toward D-A-D-A-D type oligomer is an efficient strategy to achieve high-efficiency donor materials in organic solar cells."
92,92,10.1016/j.dyepig.2020.108959,,,Unravelling the miniscule size effect of auxiliary donor in D-D-π-A type dipolar photosensitizers on quasi-solid state DSSC performance,2021,"Abstract Three new dipolar organic dyes of the type D-D-π-A were constructed on fluorenothiophene backbone by varying the terminal donor auxiliary such as -NMe2, -NEt2 and -NPh2. The effect of such structural variation on the photophysical and electrochemical properties has been investigated. Computational studies obtained from DFT/TD-DFT calculations were found to be in good correlation with the experimental optoelectronic results. TiO2 based n-type quasi-solid state DSSCs constructed on the synthesized dyes revealed a gradual increase in photovoltaic performance with increase in donor size. The trend in power conversion efficiency (η) was found to be -NPh2 (4.10 %) > -NEt2 (3.44%) > -NMe2 (2.57%). Electrochemical impedence analysis also confirmed the longer electron life time for dye possessing bulky -NPh2 groups in comparision to -NEt2 and -NMe2 groups, thus demonstrating the impact of increased donor size on the DSSC performance. Overall, this paper validates the impact of donor size on the DSSC performance and could inspire the selection of appropriate auxiliary donors to enhance the efficiency in futuristic endeavors."
93,93,10.1016/j.dyepig.2020.108892,,,"Nonfullerene acceptors from thieno[3,2-b]thiophene-fused naphthalene donor core with six-member-ring connection for efficient organic solar cells",2021,"Abstract Comprehensive design ideas on the fused-ring donor-core in state-of-the-art acceptor-donor-acceptor (A-D-A) nonfullerene acceptors (NFAs) are still of great importance for regulating the electron push-pull effect for the sake of optimal light-harvesting, frontier molecular orbital levels, and finally their photovoltaic properties. Herein, thieno[3,2-b]thiophenes were fused in bay-area of naphthalene via six-member-ring connection, resulting in the formation of dihydropyrenobisthieno[3,2-b]thiophene based octacyclic ladder-type donor core, which was flanked by two 1,1-dicyanomethylene-3-indanone (IC) acceptor motifs with and without 5,6-diflourination, namely PTT-IC and PTT-2FIC, respectively, as novel efficient A-D-A fused-ring electron acceptors (FREAs). Compared with PTT-IC, fluorinated PTT-2FIC possesses narrower optical bandgap of 1.48 eV, better π-π stacking, and its PBDB-T:PTT-2FIC blend film exhibited better morphology, and better hole and electron mobility. As a result, nonfullerene solar cells using PBDB-T:PTT-2FIC as the active layer achieved a decent PCE of 10.40%, with an open-circuit voltage (VOC) of 0.87 V, a fill factor (FF) of 0.65, and a much higher short-circuit current (JSC) of 18.26 mA/cm2. Meanwhile, the PBDB-T:PTT-IC cells delivered a lower JSC of 12.58 mA/cm2 but a higher VOC of 0.99 V, thus resulting in a PCE of 7.39% due to its wider optical bandgap of 1.58 eV and higher LUMO energy level. These results demonstrated that NFAs based on fused-ring donor core from fusing thieno[3,2-b]thiophenes with naphthalene via six-member-ring connection are promising for organic photovoltaic applications."
94,94,10.1039/d0tc05697a,,,Long-range exciton diffusion in a non-fullerene acceptor: approaching the incoherent limit,2021,"In organic photovoltaic cells, absorption of light leads to the formation of excitons, which then diffuse to the donor/acceptor interface to generate photocurrent. The distance from which excitons can reach the interface is constrained by the exciton diffusion length, which has been difficult to quantitatively model or predict due to structural and energetic disorder. Modern non-fullerene acceptors have been shown to possess exceptionally large diffusion lengths, along with well-defined molecular and packing structures, suggesting that a predictive framework for materials design and computational screening may be possible. In this work, we demonstrate that the large diffusion coefficient recently observed in an archetypical non-fullerene acceptor, IDIC, can be accurately quantified using density functional theory, and that the low energetic disorder means that the crystal structure provides a meaningful starting point to understand exciton motion in thin films. Accounting for the short- and long-range excitonic interactions, as well as spatiotemporal disorder, we demonstrate that both Monte-Carlo techniques and a simple sum-over-rates method can accurately predict experimental values for exciton diffusivity and diffusion length. The simplicity and accuracy of this approach are directly linked to the structural order of these materials, and an electronic coupling profile that is unusually resilient to thermal distortions – highlighting the potential of the sum-over-rates method for computational materials screening. Moreover, we show that these factors, combined with the low reorganisation energy and significant long-range electronic coupling, lead to diffusion rates that approach the upper limit of incoherent energy transfer and long diffusion lengths that relieve constraints on organic solar cell device architectures."
95,95,10.1039/d0cp05362g,,,Ultrafast channel I and channel II charge generation processes at a nonfullerene donor-acceptor PTB7:PDI interface is crucial for its excellent photovoltaic performance,2021,"Nonfullerene organic solar cells have received much attention in recent years due to their low cost, high absorption coefficient and excellent synthetic flexibility. However, the microscopic photoinduced dynamics at corresponding donor-acceptor interfaces remains unclear. In this work, we have firstly employed state-of-the-art TDDFT-based nonadiabatic dynamics simulations in combination with static electronic structure calculations to explore the ultrafast photoinduced dynamics at a typical nonfullerene donor-acceptor PTB7:PDI interface using a minimal model system (172 atoms). Upon excitation with specific wavelength of light, both PTB7 and PDI can be locally excited to generate |PTB7* and |PDI* excitons due to their high absorption ability and significant overlap in absorption spectrum. After that, these localized excitons gradually convert to charge transfer exciton |PTB7+PDI-, while another |PTB7-PDI+ charge transfer exciton is not involved in the whole process. Along with the exciton conversion, electron transfer from PTB7 to PDI (channel I charge generation) and the hole transfer from PDI to PTB7 (channel II charge generation) occurs simultaneously with time constants of 643 fs and 549 fs respectively. In the same time, D index that measures the centroid distance of electron and hole increases from 1.0 Å to 4.0 Å, which clearly reflects a charge transfer process at the interface. Our present work provides solid evidence that both channel I and channel II charge generation processes play important roles at PTB7:PDI interface, which could be helpful for the design of novel nonfullerene solar cells with better photovoltaic performance."
96,96,10.1039/d0qm00581a,,,Recent progress in reducing voltage loss in organic photovoltaic cells,2021,"Compared with inorganic or perovskite photovoltaic cells, organic photovoltaic (OPV) cells often exhibit larger voltage losses, which hinders improvements in their efficiency. The unwanted voltage losses are mainly caused by the driving force for charge generation and non-radiative recombination. In recent years, with the development of non-fullerene acceptors (NFAs), the voltage losses of OPV cells have been significantly suppressed, contributing to a boost in efficiency. Two aspects help to decrease voltage loss: (1) many OPV cells based on NFAs possess high-efficiency charge generation under aligned energy levels between the donor and acceptor, almost eliminating the driving forces in charge generation; (2) the illumination efficiencies of active layer blends containing NFAs are vastly improved, thus decreasing the non-radiative recombination loss. In this review, we summarize the recent progress achieved in the reduction of voltage losses in OPV cells. First, we present a brief background of voltage loss in different types of photovoltaic cells. Second, we discuss the latest research results, such as the charge generation mechanism under low donor–acceptor energy offsets and how non-radiative loss can be suppressed via tuning the charge transfer state. Finally, we provide insight into the design of highly efficient OPV materials that may be achieved via further decreases in voltage loss."
97,97,10.1021/acsami.0c20389,,,Effect of Side-Chain Modification on the Active Layer Morphology and Photovoltaic Performance of Liquid Crystalline Molecular Materials,2021,"Controlling the nanoscale morphology of the photoactive layer by fine-tuning the molecular structure of semiconducting organic materials is one of the most effective ways to improve the power conversion efficiency of organic solar cells. In this contribution, we investigate the photovoltaic performance of benzodithiophene (BDT)-based p-type small molecules with three different side chains, namely alkyl-thio (BTR-TE), dialkylthienyl (BTR), and trialkylsilyl (BTR-TIPS) moieties substituted on the BDT core, when used alongside a nonfullerene acceptor. The side-chain changes on the BDT core are shown to have a profound effect on energy levels, charge generation, recombination, morphology, and photovoltaic performance of solid-state molecules. Compared with BTR and BTR-TIPS, BTR-TE-based single-junction binary blend solar cells show the best power conversion efficiency (PCE) of 13.2% due to improved morphology and charge transport with suppressed recombination. In addition, we also achieved relatively good performances for ternary blend solar cells with a PCE of 16.1% using BTR-TE as a third component. Our results show that side-chain modification has a significant effect on modulating active layer morphology, and in particular that thioether side-chain modification is an effective way to achieve optimum morphology and performance for organic photovoltaic (OPV) devices."
98,98,10.1039/d0cc07086f,,,Designing high performance conjugated materials for photovoltaic cells with the aid of intramolecular noncovalent interactions,2021,"Organic semiconductors including conjugated polymers and small molecules can be applied in many fields due to their unique advantages, such as light weight, solution processability, easy functionalization etc. During the past ten years, we mainly focused on the design and synthesis of conjugated polymer donor materials and small molecular acceptor materials for organic solar cells and hole transport materials for perovskite solar cells. To obtain planar conjugated polymers, low cost small molecular acceptors, and dopant-free hole transport polymers, we adopted intramolecular noncovalent interactions (INCIs) as the design strategy. In this brief review, we will demonstrate that the INCI strategy is very efficient in the design of high performance photovoltaic materials."
99,99,10.1021/acsapm.0c00772,,,Comparative Study of Selenophene- And Thiophene-Containing n-Type Semiconducting Polymers for High Performance All-Polymer Solar Cells,2021,Effects of the donor moiety substitution on the intrinsic and photovoltaic blend properties of n-type semiconducting naphthalene diimide-arylene copolymers with donor–acceptor structure were invest...
100,100,10.1021/acsapm.0c00748,,,Effects of π-Bridge on Fused-Ring Electron Acceptor Dimers,2021,"Two nonfullerene acceptors (TTIDIC and BTIDIC), consisting of indacenodithiophene (IDT) dimers bridged with electron-rich thienothiophene (TT) or electron-accepting benzothiadiazole (BT), were synt..."
102,102,10.1039/d0dt03737k,,,Electron spin-controlled charge transfer and the resulting long-lived charge transfer state: From transition metal complexes to organic compounds,2021,"The generation of long-lived charge transfer (CT) states in electron donor/acceptor dyads upon photoexcitation is crucial for artificial photosynthesis, photocatalysis and photovoltaics. Electron spin control is a novel strategy to prolong the CT state lifetime via generation of the 3CT triplet state, instead of the traditional short-lived 1CT state. This method involves a local triplet excited state (3LE) as the precursor of charge separation (CS), and the electron forbidden feature of the charge recombination (CR) of 3CT → S0 vs. the electron spin allowed 1CT → S0 prolongs the CT state lifetime. In this article, we summarized the recent developments and challenges in this emerging fascinating area."
105,105,10.1021/acs.jpcb.1c03595,,,Ultrafast Charge Transfer and Relaxation at a Donor-Acceptor Interface,2021,"The efficiency of charge separation in organic photovoltaic materials is crucially determined by the underlying dynamics of the charge transfer (CT) excitons and their dissociation into free electrons and holes. To unravel the main principles of the underlying mechanism on a molecular level, we construct a toy model of electronically coupled donors interacting with a manifold of CT exciton states. In particular, we set up a ladder of CT site energies to model the exciton dissociation. To mimic the complexity of the exciton dynamics at the donor-acceptor interface, the electronic CT manifold is designed to include two vibrational modes that are vibronically coupled to the excitons. We examine the impact of the electronic and vibrational coherences and the structure of the vibronic manifold on the transfer efficiency and charge recombination. Optimal configurations of the vibronic CT manifold are revealed. In particular, the rate of charge recombination can be minimized when the transient dynamics are carefully explored. Such a toy model can be used as a guide for the design of organic materials for efficient photovoltaic devices."
106,106,10.1007/s10854-021-06765-x,,,Influence of thermal annealing on the charge generation and transport in PM6-based non-fullerene solar cells,2021,"To study the influence of thermal annealing on the charge generation and transport in PM6-based non-fullerene solar cells. Morphology, optical and electrochemical properties of active layers as well as electrical properties of polymer solar cells were studied. Furthermore, the photoelectric conversion processes of annealed and unannealed devices were also examined by means of time resolved spectroscopy. The results showed that thermal annealing had a weak influence on the dynamics of exciton states. Besides, annealed device is found to suppress bimolecular recombination owing to its higher charge carrier mobility in ordered donor and acceptor aggregation phases, which led to higher photocurrent and power conversion efficiency than unannealed photovoltaic device."
107,107,10.1080/15685551.2021.1956209,,,Theoretical studies of optoelectronic and photovoltaic properties of D–A polymer monomers by Density Functional Theory (DFT),2021,"ABSTRACT In this research article, the new donor–acceptor (D–A) monomers developed using 4-methoxy-9-methyl-9 H-carbazole (MMCB) as electron donors and various electron acceptors. DFT and TD-DFT methods at the level of B3LYP with a 6–311 G basis set in a gas and chloroform solvent were used to calculate electronic and optoelectronic properties. To dissect the relationship between the molecular and optoelectronic structures, the impacts of specific acceptors on the geometry of molecules and optoelectronic properties of these D–A monomers were discussed. The calculations are also carried out on HOMO–LUMO, atomic orbital densities. The calculated band gap Eg of the monomers considered increases 3,6-MMCB-OCP ≈ 3,6-MMCB-BCO < 3,6-MMCB-SDP < 3,6-MMCB-SCP < 3,6-MMCB-TCP < 3,6-MMCB-TDP < 3,6-MMCB-BCS < 3,6-MMCB-BCT in both in the gas and solvent phases. Subsequently, the optoelectrical properties of EHOMO, ELUMO, Eopt, and EB energies were critically updated. Compared to different monomers, the far lower Eg of the 3,6-MMCB-OCP and 3,6-CB-BCO has shown optoelectronic applications in organic solar cells like BHJ."
109,109,10.1002/cssc.202100799,,,Reducing Non-Radiative Voltage Losses by Methylation of Push–Pull Molecular Donors in Organic Solar Cells,2021,"Organic solar cells are approaching power conversion efficiencies of other thin-film technologies. However, in order to become truly market competitive, the still substantial voltage losses need to be reduced. Here, we describe the synthesis and characterization of four novel arylamine-based push-pull molecular donors, two of them exhibiting a methyl group at the para position of the external phenyl ring of the arylamine block. By assessing the charge-transfer state properties and the effects of methylation on the open-circuit voltage of the device, we show that devices based on methylated versions of the molecular donors exhibit reduced voltage losses due to decreased non-radiative recombination. Modelling suggests that methylation results in a tighter interaction between donor and acceptor molecules, turning into a larger oscillator strength to the charge-transfer states, thereby ensuing reduced non-radiative decay rates."
110,110,10.1002/cssc.202100860,,,13.4 % Efficiency from All-Small-Molecule Organic Solar Cells Based on a Crystalline Donor with Chlorine and Trialkylsilyl Substitutions,2021,"How to simultaneously achieve both high open-circuit voltage ( V oc ) and high short-circuit current density ( J sc ) is a big challenge for realising high power conversion efficiency (PCE) in all-small-molecule organic solar cells (all-SM OSCs). Herein, a novel small molecule (SM)-donor, namely FYSM-SiCl, with trialkylsilyl and chlorine substitutions was designed and synthesized. Compared to the original SM-donor FYSM-H, SM-donor FYSM-Si with trialkylsilyl substitution shows a decreased crystallinity and lower highest occupied molecular orbital (HOMO) level, while FYSM-SiCl has an improved crystallinity, more ordered packing arrangement, significantly lower HOMO level, and predominant ""face-on"" orientation. Matched with a SM-acceptor Y6, the FYSM-SiCl-based all-SM OSCs exhibited both high V oc of 0.85 V and high J sc of 23.7 mA cm -2 , which is rare for all-SM OSCs and can be attributed to the low HOMO level of FYSM-SiCl and the delicate balance between high crystallinity and suitable blend morphology. As a result, FYSM-SiCl achieved a high PCE of 13.4% in all-SM OSCs, which is much higher than those of FYSM-H (10.9%) and FYSM-Si (12.2%). This work demonstrated a promising method for the design of efficient SM-donors by a side-chain engineering strategy via the introduction of trialkylsilyl and chlorine substitutions."
111,111,10.1002/cssc.202100689,,,Synergistic Effects of Chlorination and Branched Alkyl Side Chain on the Photovoltaic Properties of Simple Non-Fullerene Acceptors with Quinoxaline as the Core,2021,"To date, the fused-ring electron acceptors show the best photovoltaic performances, and the development of simple nonfullerene acceptors via intramolecular noncovalent interactions can reduce synthetic costs. In this work, four simple nonfullerene acceptors with an A-D-A'-D-A configuration, QCIC1, QCIC2, QCIC3, and QCIC4, are synthesized. They own the same conjugated backbone (A': quinoxaline; D: cyclopentadithiophene; A: dicyano-indanone) but different halogen atoms and alkyl side chains. Due to the chlorination on the end-groups and the most and/or longest branched alkyl side chains on the backbone, the blended film composed of QCIC3 and donor PBDB-T exhibits the strongest π-π stacking and the most suitable phase-separation domains among the four blended films. Therefore, the QCIC3 based organic solar cells yield the highest power conversion efficiency of 10.55%. This work provides a pathway to optimize the molecular arrangements and enhance the photovoltaic property of simple electron acceptors through subtle chemical modifications."
112,112,10.1038/s41428-021-00497-9,,,Development of semiconducting polymers based on a novel heteropolycyclic aromatic framework,2021,"The choice of appropriate building blocks and the development of new donor and acceptor units are essential for the creation of high-performance donor-acceptor (D-A)-type semiconducting polymers. In addition, the introduction of π-extended aromatic frameworks into polymer main chains is a useful strategy to facilitate dense π-π stacking structures with long-range order in the solid-state, thereby enabling efficient carrier transport in organic electronics. However, such highly π-extended aromatic frameworks have rarely been reported due to the need for multiple steps. This focus review describes the synthesis and characterization of D-A polymers based on three π-extended heteropolycyclic aromatic frameworks, using phenanthro[1,2-b:8,7-b’]dithiophene (PDT) as a weak donor and alkoxy-substituted anthra[1,2‑c:5,6‑c’]bis([1,2,5]thiadiazole) (ATz) and vinylene-bridged 5,6-difluorobenzo[c][1,2,5]thiadiazole (FBTzE) as new thiadiazole-based acceptor units. In addition, their applications to organic electronic devices, such as organic field-effect transistors (OFETs) and organic photovoltaic cells (OPVs), and the detailed relationship between the thin-film structure and device performance in OFETs and OPVs were investigated. These results indicate that these novel π-extended heteropolycyclic aromatic frameworks may serve as building units for the development of wide-bandgap p-type semiconducting polymers for nonfullerene solar cells and low-bandgap n-type semiconducting polymers for OFETs and OPVs. Our recent studies on the development of semiconducting polymers based on three novel π-extended heteropolycyclic aromatic frameworks, using phenanthro[1,2-b:8,7-b’]dithiophene (PDT) as a weak donor and alkoxy-substituted anthra[1,2‑c:5,6‑c’]bis([1,2,5]thiadiazole) (ATz) and vinylene-bridged 5,6-difluorobenzo[c][1,2,5]thiadiazole (FBTzE) as new thiadiazole-based acceptor units are described. Furthermore, their detailed relationships between the thin-film structure and device performance in organic field-effect transistors (OFETs) and organic photovoltaic cells (OPVs) were investigated. These results demonstrated that these novel π-extended heteropolycyclic aromatic frameworks have great potential as building units for high-performance OFETs and OPVs."
